"name"|"offerID"
"Lenovo?ThinkPad T480 20L5 8th Gen Intel Core i7-8550U Quad-Core 1.80GHz Notebook PC - 8GB RAM 256GB SSD M.2 PCIe NVMe Opal2 14in FHD (1920x1080) IPS Display Intel UHD Graphics 620 Intel 8265ac 2x2 + BT4.1 720p Camera Windows 10 Pro 64 - TopSeller?(20L5000UUS)"|"pcmg_10"
"Lenovo ThinkPad T480 Laptop [20L5000UUS]"|"cukusa_75"
"Dell LATI5490T5Y8D Latitude 14&ampquot Laptop Intel Core i7 8GB Memory 256GB Solid State Drive "|"truecurate_115"
"HP 4TK38UT 645g4 r7-2700u 14 8gb/500 pc"|"savingslots_475"
"Lenovo?ThinkPad E580 20KS 7th Gen Intel Core i3-7020U Dual-Core 2.30GHz Notebook PC - 4GB RAM 500GB HDD 15.6in HD (1366x768) Display Intel HD Graphics 620 Wi-Fi Bluetooth Windows 10 Pro 64-bit - Black?(20KS008JUS)"|"macmall_295"
"Lenovo IdeaPad 330-15ARR 81D200AMUS 15.6in LCD Notebook"|"antonline_535"
"ASUS - ASUSPRO P2540UB 15.6in Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce MX110 - 256GB Solid State Drive - Black"|"bestbuy_299"
"Lenovo 81EU000HUS 530S-14IKB 14&ampquot Laptop Intel Core i5 8GB Memory 128GB Solid State Drive Onyx Black "|"truecurate_347"
"Lenovo 80X50003US 15.6&ampquot Laptop Intel Core i5 8GB Memory NVIDIA GeForce 920MX 1TB Hard Drive Platinum silver "|"truecurate_48"
"Lenovo?330-15ICH 81FK - Core i7 8750H / 2.2 GHz - Win 10 Home 64-bit - 12 GB RAM - 1 TB HDD (16 GB SSD cache) - 15.6in TN 1920 x 1080 (Full HD) - GF GTX 1050 / UHD Graphics 630 - Wi-Fi Bluetooth - onyx black?(81FK009UUS)"|"macmall_520"
"Asus C302CA-DHM4 Flip 12.5&ampquot Touch-Screen Chromebook Intel Core m3 4GB Memory 64GB eMMC Flash Metallic gray "|"truecurate_329"
"HP Inc.?Pavilion x360 15-cr0077nr - Flip design - 8th Gen Intel Core i5 8250U / 1.6 GHz - Windows 10 Home - 8 GB RAM - 256 GB SSD NVMe - 15.6in IPS touchscreen 1920 x 1080 (Full HD) - UHD Graphics 620 - Wi-Fi Bluetooth?(3VQ45UAABA)"|"macmall_409"
"Microsoft?Surface Laptop 7th Gen Intel Core i7-7660U Dual-Core 2.5GHz 8GB RAM 256GB SSD 13.5in touchscreen 2256 x 1504 Intel Iris Plus Graphics 640 Wi-Fi Bluetooth Microsoft Windows 10 Pro - Burgundy kbd: English North America - commercial?(JKQ-00036)"|"pcmg_156"
"HP Inc.?ZBook 14u G5 8th Gen Intel Core i7-8650U 1.9GHz Workstation - 8GB RAM 256GB SSD  Z Turbo Drive NVMe 14in IPS Touchscreen 1920 x 1080 (Full HD) Radeon Pro WX 3100 / HD Graphics 620 WiFi Bluetooth Microsoft Windows 10 Pro 64-bit - Turbo Silver?(3YE09UTABA)"|"pcmg_672"
"Lenovo Flex 5 15.6in Core i7 8550U 8GB RAM 256GB SSD 2-in-1 Laptop - 81CA000UUS"|"buydig_66"
"Samsung Chromebook Pro 12.3in - Black Intel Core M3-6Y30 Processor 900MHz  Chrome OS  4GB LPDDR3 RAM  32GB eMMC"|"microcenter_3"
"HP 2UL93UT 1040 g4 i57300u 8gb 256gb 14"|"savingslots_212"
"HP EliteBook 1040 G4 14in LCD Notebook"|"antonline_221"
"HP EliteBook 1040 G4 - 14.0in FHD Intel i5-7300U - 8GB - 256 GB SSD - HD 620 - BT - backlit - HD cam - W10P-64 - 2UL93UTABA"|"nautilusnet_2"
"HP Inc.?ZBook 14u G5 8th Gen Intel Core i5-8350U Quad-Core 1.7GHz Mobile Workstation - 8GB RAM 256GB SSD  Z Turbo Drive NVMe 14in IPS Touchscreen 1920 x 1080 (Full HD) Radeon Pro WX 3100 / HD Graphics 620 Wi-Fi Bluetooth - turbo silver - kbd: US?(3YE06UTABA)"|"macmall_207"
"HP Inc.?ZBook 14u G5 8th Gen Intel Core i5-8350U Quad-Core 1.7GHz Mobile Workstation - 8GB RAM 256GB SSD  Z Turbo Drive NVMe 14in IPS Touchscreen 1920 x 1080 (Full HD) Radeon Pro WX 3100 / HD Graphics 620 Wi-Fi Bluetooth - turbo silver - kbd: US?(3YE06UTABA)"|"pcmg_350"
"HP ZBook 15v G5 15.6in Touchscreen LCD Mobile Workstation"|"antonline_150"
"Dell I55705395SLV Inspiron 15.6&ampquot Laptop Intel Core 8GB Memory 256GB Solid State Drive Silver "|"truecurate_34"
"Lenovo - ThinkPad X1 Carbon 14in Laptop - Intel Core i7 - 16GB Memory - 1TB Solid State Drive - Black"|"bestbuy_822"
"Lenovo ThinkPad X1 Carbon 6th Gen 20KH002FUS 14in LCD Ultrabook"|"antonline_648"
"Acer C9103916 15.6&ampquot Chromebook Intel Core i3 4GB Memory 32GB Solid State Drive Black "|"truecurate_125"
"Acer - 15.6in Chromebook - Intel Core i3 - 4GB Memory - 32GB Solid State Drive - Black"|"bestbuy_18"
"HP Inc.?ZBook 15 G5 8th Gen Intel Core i7-8750H 6-Core 2.20GHz Notebook PC - 16GB RAM 512GB PCIe NVMe SSD 15.6in FHD (1920x1080) eDP LED-backlit Touchscreen Display Intel UHD Graphics 630 GbE WiFi Bluetooth Webcam Windows 10 Pro 64 - Smart Buy?(4RB08UTABA)"|"macmall_120"
"HP Inc.?ZBook 15 G5 8th Gen Intel Core i7-8750H 6-Core 2.20GHz Notebook PC - 16GB RAM 512GB PCIe NVMe SSD 15.6in FHD (1920x1080) eDP LED-backlit Touchscreen Display Intel UHD Graphics 630 GbE WiFi Bluetooth Webcam Windows 10 Pro 64 - Smart Buy?(4RB08UTABA)"|"pcmg_148"
"Acer?Swift 5 SF514-52TP-52LH 8th Gen Intel Core i5-8250U Quad-core 1.60 GHz Notebook PC - 8GB RAM 256GB SSD 14in Full HD (1920x1080) 16:9 IPS-Pro CineCrystal Display Intel UHD Graphics 620 802.11ac WLAN Microsoft Windows 10 Pro?(NX.H0DAA.001)"|"macmall_333"
"Acer?Swift 5 SF514-52TP-52LH 8th Gen Intel Core i5-8250U Quad-core 1.60 GHz Notebook PC - 8GB RAM 256GB SSD 14in Full HD (1920x1080) 16:9 IPS-Pro CineCrystal Display Intel UHD Graphics 620 802.11ac WLAN Microsoft Windows 10 Pro?(NX.H0DAA.001)"|"pcmg_192"
"Acer 14in Ci58250U 8G 256SSD W10P"|"buydig_406"
"Acer SF51452TP52LH 14 ci58250u 8g 256ssd w10p"|"savingslots_433"
"Lenovo - ThinkPad X1 Carbon 14in Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Black"|"bestbuy_825"
"MSI GT83 Gaming Laptop 17.3in Intel Core i7-8850H NVIDIA GeForce GTX 1080 SLI 8GB 512GB SSD + 1TB HDD Storage 32GB RAM TITAN-014"|"walmart_458"
"MSI GT83 TITAN-014 GTX 1080 SLI VR Ready Gaming Laptop"|"cukusa_64"
"Lenovo 81AC002KUS 720S-15IKB 15.6&ampquot Laptop Intel Core i7 8GB Memory NVIDIA GeForce GTX 1050 Ti Max-Q 512GB Solid State Drive Iron Gray "|"truecurate_69"
"Lenovo - 720S-15IKB 15.6in Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce GTX 1050 Ti Max-Q - 512GB Solid State Drive - Iron Gray"|"bestbuy_750"
"HP 17.3in ZBook 17 G4 Mobile Workstation"|"sdicraft_458"
"Lenovo ThinkPad X380 Yoga 13.3in 2-in-1 Laptop Computer - Black Intel Core i7-8650U Processor 1.9GHz  16GB DDR4 RAM  512GB Solid State Drive  Intel UHD Graphcis 620"|"microcenter_56"
"Dell XPS9570MCMG6 15.6 i5 8300h 8gb 128gb"|"savingslots_197"
"Dell XPS 9570 15.6in Intel Core i5 (8th Gen) LCD Notebook 8GB 128GB SSD"|"antonline_565"
"Dell commercial mcmg6 15.6 i5 8300h 8gb 128gb"|"massgenie_604"
"Dell - Latitude 14in Laptop - Intel Core i5 - 4GB Memory - 500GB Hard Drive"|"bestbuy_464"
"Dell Latitude 5490 14in LCD Notebook"|"antonline_1061"
"Dell LATI54906J9XN Latitude 14&ampquot Laptop Intel Core 4GB Memory 500GB Hard Drive "|"truecurate_82"
"HP - ProBook 14in Laptop - Intel Core i5 - 4GB Memory - 500GB Hard Drive - Black"|"bestbuy_678"
"HP Inc.?ProBook 640 G2 - Core i5 6200U / 2.3 GHz - Win 7 Pro 64-bit (includes Win 10 Pro 64-bit License) - 4 GB RAM - 500 GB HDD - DVD SuperMulti - 14in 1366 x 768 (HD) - HD Graphics 520 - Bluetooth - kbd: US?(V1P72UTABA)"|"pcmg_674"
"Asus GL503VDDB74 ROG Strix 15.6&ampquot Laptop Intel Core i7 16GB Memory NVIDIA GeForce GTX 1050 1TB Hard Drive + 256GB SSD Metallic Black "|"truecurate_104"
"Asus ROG Strix GL503VD-DB74 15.6in Full HD - [256GB SSD + 1TB HDD] - Core i7-7700HQ GTX 1050 Ultrabook Laptop"|"walmart_292"
"Asus GL503VDDB74 15.6 in. ROG Strix Laptop - Intel Core i7 16GB Memory NVIDIA GeForce GTX 1050 & 1TB Hard Drive Plus 256GB SSD - ROG Metallic Black"|"massgenie_591"
"Hewlett Packard 15.6in EB850G5 i57300U 256GB 8G"|"buydig_371"
"Dell Latitude 3490"|"howardcomputer_2157"
"Dell 14in i3 7130U 4GB 500GB Sata"|"buydig_215"
"Dell Latitude 3490 14in Laptop Computer - Black Intel Core i3-7130U Processor 2.7GHz  Microsoft Windows 10 Pro  4GB DDR4 RAM  500GB Hard Drive"|"microcenter_49"
"Dell?Latitude 3490 7th Gen Intel Core i3 7130U / 2.7 GHz - Win 10 Pro 64-bit - 4 GB RAM - 500 GB HDD - 14in 1366 x 768 (HD) - HD Graphics 620 - Wi-Fi Bluetooth - BTS - with 1 Year  Hardware Service with Onsite/In-Home Service After Remote Diagnosis?(5NCNT)"|"macmall_352"
"Dell?Latitude 3490 7th Gen Intel Core i3 7130U / 2.7 GHz - Win 10 Pro 64-bit - 4 GB RAM - 500 GB HDD - 14in 1366 x 768 (HD) - HD Graphics 620 - Wi-Fi Bluetooth - BTS - with 1 Year  Hardware Service with Onsite/In-Home Service After Remote Diagnosis?(5NCNT)"|"pcmg_501"
"Dell - Latitude 14in Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black"|"bestbuy_474"
"Dell LATI7480J350V Latitude 14&ampquot Laptop Intel Core i5 8GB Memory 256GB Solid State Drive Black "|"truecurate_76"
"HP Inc.?EliteBook 1040 G3 - Core i5 6200U / 2.3 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD - 14in 1920 x 1080 (Full HD) - HD Graphics 520 - Wi-Fi NFC Bluetooth - kbd: US?(Z2A00UTABA)"|"macmall_644"
"HP EliteBook 1040 G3 14in Notebook"|"antonline_225"
"HP 14in EliteBook 1040 G3 Notebook"|"sdicraft_217"
"MSI PS Series Aluminum Silver Laptop Computer"|"abt_101"
"MSI PS42 8RB-060 14in LCD Gaming Notebook"|"antonline_730"
"Lenovo 20KN003TUS ThinkPad E480 14&ampquot Laptop Intel Core i5 4GB Memory 500GB Hard Drive Black "|"truecurate_491"
"Dell - Inspiron 15.6in Laptop - Intel Core i5 - 8GB Memory - 1TB Hard Drive - Silver"|"bestbuy_411"
"Dell I55705644SLV Inspiron 15.6&ampquot Laptop Intel Core 8GB Memory 1TB Hard Drive Silver "|"truecurate_392"
"Asus GL503GEES52 ROG Strix Hero Edition 15.6&ampquot Laptop Intel Core i5 8GB Memory NVIDIA GeForce GTX 1050Ti 1TB+8GB SSHD + 128GB SSD Black "|"truecurate_310"
"ASUS - ROG Strix Hero Edition 15.6in Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1050Ti - 1TB+8GB SSHD + 128GB SSD - Black"|"bestbuy_315"
"ASUS ROG Strix Gaming Laptop 15.6in Intel Core i5-8300H NVIDIA GeForce GTX 1050 Ti 4GB 128GB SSD + 1TB SSHD Storage 8GB RAM GL503GE-ES52"|"walmart_54"
"HP EliteBook x360 1030 G2 13.3in Touchscreen LCD 2 in 1 Notebook"|"antonline_395"
"Lenovo?ThinkPad E480 20KN - Core i5 8250U / 1.6 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD TCG Opal Encryption 2 NVMe - 14in IPS 1920 x 1080 (Full HD) - UHD Graphics 620 - Wi-Fi Bluetooth - black?(20KN003XUS)"|"pcmg_70"
"HP EliteBook 745 G5"|"howardcomputer_2273"
"HP EliteBook 745 G5 14in Touchscreen LCD Notebook"|"antonline_239"
"Dell Latitude 7000 7490 14.1in LCD Notebook"|"antonline_1051"
"Dell Latitude 7490"|"howardcomputer_883"
"Dell commercial w2w1d 14.1 hd i5 8350u 8gb 126gb m2"|"massgenie_827"
"HP 15-CR0076NR Pavilion x360 2-in-1 15.6&ampquot Touch-Screen Laptop Intel Core i3 8GB Memory 1TB Hard Drive Finish In Pale Gold And Ash Silver "|"truecurate_495"
"HP 17.3in ProBook 470 G5 Notebook"|"sdicraft_154"
"HP Inc.?Smart Buy ProBook 645 G4 AMD Ryzen 5 2500U Quad-Core 2GHz Notebook PC - 8GB DDR4 SDRAM 256GB SSD 14in LED HD SVA AMD Radeon Vega Graphics 10/100/1000 Intel 8265 AC 2x2 WiFi + Blutooth 4.2 720p HD Webcam Microsoft Windows 10 Pro 64-bit?(4LB46UTABA)"|"macmall_220"
"HP Inc.?Smart Buy ProBook 645 G4 AMD Ryzen 5 2500U Quad-Core 2GHz Notebook PC - 8GB DDR4 SDRAM 256GB SSD 14in LED HD SVA AMD Radeon Vega Graphics 10/100/1000 Intel 8265 AC 2x2 WiFi + Blutooth 4.2 720p HD Webcam Microsoft Windows 10 Pro 64-bit?(4LB46UTABA)"|"pcmg_360"
"Dell - Inspiron 15.6in 4K Ultra HD Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1060 - 1TB HDD + 512GB SSD - Matte Black"|"bestbuy_407"
"Dell BBY-GPY6MF0 Inspiron 15.6&ampquot 4K Ultra HD Laptop Intel Core i7 16GB Memory NVIDIA GeForce GTX 1060 1TB HDD + 512GB SSD Matte Black "|"truecurate_467"
"Lenovo?ThinkPad T580 20L9 8th Gen Intel Core i5-8350U Quad-Core 1.7GHz Notebook PC - 8GB RAM 256GB SSD TCG Opal Encryption 2 NVMe 15.6in IPS touchscreen 1920 x 1080 (Full HD) UHD Graphics 620 Wi-Fi Bluetooth Microsoft Windows 10 Pro 64-bit - Black?(20L9001FUS)"|"macmall_329"
"Lenovo?ThinkPad T580 20L9 8th Gen Intel Core i5-8350U Quad-Core 1.7GHz Notebook PC - 8GB RAM 256GB SSD TCG Opal Encryption 2 NVMe 15.6in IPS touchscreen 1920 x 1080 (Full HD) UHD Graphics 620 Wi-Fi Bluetooth Microsoft Windows 10 Pro 64-bit - Black?(20L9001FUS)"|"pcmg_411"
"HP EliteBook 850 G4 15.6in LCD Notebook"|"antonline_343"
"ASUS - ROG Strix Scar Edition 17.3in Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1060 - 1TB SSHD + 256GB SSD - Black"|"bestbuy_318"
"Dell commercial j3vwf 15.6 i7 8850h 16gb 512gb"|"massgenie_320"
"Dell - Latitude 15.6in Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive"|"bestbuy_529"
"HP ProBook 450 G5 15.6in LCD Notebook"|"antonline_323"
"HP Inc.?ProBook 450 G5 Notebook - 8th Gen Intel Core i5-8250U -  8 GB DDR4-2400 SDRAM (1 x 8 GB) -  256 GB PCIe NVMe SSD -  Intel HD Graphics 620 -  15.6in diagonal Full HD display -  Windows 10 Pro 64-bit?(2ST09UTABA)"|"pcmg_212"
"Acer - Aspire 3 15.6in Laptop - Intel Core i5 - 6GB Memory - 1TB Hard Drive - Obsidian Black"|"bestbuy_54"
"Acer A3155157Z4 Aspire 15.6&ampquot Laptop Intel Core i5 6GB Memory 1TB Hard Drive Obsidian Black "|"truecurate_164"
"MSI GS63VR Stealth Pro-674 15.6in LCD Gaming Notebook"|"antonline_1074"
"HP - Pavilion 15.6in Touch-Screen Laptop - Intel Core i3 - 8GB Memory - 1TB Hard Drive - HP Sand Blast Matte Finish In Mineral Silver"|"bestbuy_665"
"HP Pavilion 15.6in Laptop Intel Core i3 8GB RAM 1TB HDD Silver"|"antonline_204"
"15.6in Pavilion 15-cu0071nr Multi-Touch Notebook"|"bhphotovideo_73"
"HP V1H21UT EliteBook 15.6&ampquot Laptop Intel Core i7 8GB Memory 256GB Solid State Drive Silver "|"truecurate_256"
"Lenovo - ThinkPad X1 Yoga 2-in-1 14in Touch-Screen Laptop - Intel Core i7 - 16GB Memory - 512GB Solid State Drive - Black"|"bestbuy_828"
"Lenovo 80YY0090US Legion Y520 15.6&ampquot Laptop Intel Core i7 8GB Memory NVIDIA GeForce GTX 1060 Max-Q 1TB Hard Drive Black "|"truecurate_290"
"Lenovo - Legion Y520 15.6in Laptop - Intel Core i7 - 8GB Memory - NVIDIA GeForce GTX 1060 Max-Q - 1TB Hard Drive - Black"|"bestbuy_765"
"Lenovo - ThinkPad T480s 14in Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Black"|"bestbuy_818"
"Lenovo?ThinkPad T480s Intel Core i7-8550U (1.80GHz 8MB) 14in FHD IPS Multitouch Display Windows 10 Pro 64 8GB RAM 1x256GB SSD PCIe Intel UHD 620 Bluetooth 4.1 720p HD Camera Backlit Keyboard Black 3-Year Depot?(20L70023US)"|"pcmg_439"
"Lenovo 81AC003EUS 720S-15IKB 15.6&ampquot Laptop Intel Core i7 4GB Memory NVIDIA GeForce GTX 1050 Ti Max-Q 256GB Solid State Drive Iron Gray "|"truecurate_452"
"Asus Transformer Book T101HA-C4-GR 10.1in Touchscreen 2 in 1 Notebook"|"antonline_1192"
"Acer - 15.6in Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce MX150 - 1TB Hard Drive + 256GB Solid State Drive - Obsidian Black"|"bestbuy_22"
"Acer A51551G5067 15.6&ampquot Laptop Intel Core i5 8GB Memory NVIDIA GeForce MX150 1TB Hard Drive + 256GB Solid State Obsidian Black "|"truecurate_226"
"Acer?Aspire 5 A515-51G-5067 8th Gen Intel Core i5-8250U 1.6GHz Notebook PC - 8GB RAM 256GB SSD + 1TB HDD 15.6in IPS 1920 x 1080 (Full HD) NVIDIA GeForce MX150 Gigabit Ethernet 802.11ac wireless LAN Webcam 4-cell 3320mAh Li-ion?(NX.GTCAA.018)"|"pcmg_639"
"MSI - 17.3in Laptop - Intel Core i7 - 16GB Memory - NVIDIA GeForce GTX 1070 - 2TB Hard Drive + 256GB Solid State Drive - Aluminum Black"|"bestbuy_924"
"Dell I75777425BLK 15.6 i7  7700hq 16gb 128gb 1tb"|"savingslots_200"
"Dell i7577-7425BLK Inspiron 15.6in i7-7700HQ 16GB RAM 128GB Gaming Notebook Laptop"|"buydig_212"
"LENOVO 20KS008JUS E580W10Pi34GB500GB1YR"|"techcrave_205"
"ASUS P2540UB-XB51 Black 15.6 FHD (19201080) matte"|"techcrave_1830"
"Lenovo 15.6in Flex 5 Multi-Touch 2-in-1 Notebook"|"sdicraft_327"
"ASUS P2540UBXB51 15.6 8250u 8gb win 10 pro"|"savingslots_495"
"Hewlett Packard 15.6in 650 G2 i5-6200U 4G 500GB"|"buydig_252"
"Lenovo Ideapad 530s 14in i5 8250U 8GB 128GB Laptop"|"buydig_100"
"ASUS S530UA-DB51-RD VBOOK 15.6 INCH/I5-8250U/8GB"|"techcrave_1857"
"Dell G3 Gaming Laptop 15.6in Intel i5 (8th Gen) i5-8300H Quad-core NVIDIA GeForce GTX 1050 256SSD 8 GB DDR4 G3579-5965BLK"|"walmart_241"
"ASUS S530UADB51RD 15.6 i5-8250u 8gb 256gb win10"|"savingslots_555"
"Acer SW51252P35RA 12 ci37130u 4g 128ssd w10p"|"savingslots_482"
"Acer Switch 5 SW512-52P-35RA 12in Touchscreen LCD 2 in 1 Notebook"|"antonline_554"
"Lenovo 80X50002US 15.6&ampquot Laptop Intel Core i7 8GB Memory NVIDIA GeForce 920MX 1TB Hard Drive Platinum silver "|"truecurate_244"
"Lenovo 80X50002US 320s 15ikb 15.6 i7 8gb 1tb"|"savingslots_567"
"HP 1BS99UT 1030 g2 i77600u 13.3 8g 512 r"|"savingslots_61"
"Lenovo 81FK0000US Ip 330 i5 8gb 1tb"|"savingslots_505"
"Dell LATI54914D7J7 14 in. i7 8850H 8 GB 256 GB Laptop"|"massgenie_355"
"Dell LATI54914D7J7 14 i7 8850h 8gb 256gb"|"savingslots_135"
"Dell Latitude 5491"|"howardcomputer_2301"
"HP 2UA28UTABA SBUY PB470G5/i7-8550U/17/16GB/256GB"|"techcrave_61"
"ASUS?Chromebook Flip C302CA DHM4 - Flip design - Core m3 6Y30 / 900 MHz - Chrome OS - 4 GB RAM - 64 GB eMMC - 12.5in touchscreen 1920 x 1080 (Full HD) - HD Graphics 515 - 802.11ac - metallic gray?(C302CA-DHM4)"|"pcmg_696"
"ASUS C302CA-DHM4 Chromebook Flip 12.5-inch Touchscreen Convertible Chromebook Intel Core m3 4GB RAM 64GB Flash Storage All-Metal Body USB Type C Corning Gorilla Glass Chrome OS"|"galleon_6"
"Dell AW17R57092SLV 17.3 i7 8750h 16gb 1tb"|"savingslots_97"
"Dell Alienware 17 R5 AW17R5-7092SLV Intel Core i7-8750H"|"rlsteinway_33"
"HP 15CR0077NR 15  i3 8250  8 256 tch w10 2c"|"savingslots_514"
"HP Pavilion 15-CR0077NR Natural Silver 15.6 inch Touch Laptop Windows 10 Core i5-8250U QC Processor 8GB Memory 256 GB SSD Hard Drive UMA Graphics B&O Play"|"walmart_486"
"Lenovo IdeaPad Flex 6-14ARR 81HA0009US 14in Touchscreen LCD 2 in 1 Notebook"|"antonline_548"
"HP 4PY44UT 14 pb360440g1 i38130u 4gb 128"|"savingslots_517"
"Microsoft Surface Laptop 256GB i7 8GB Windows 10 Pro Platinum (JKQ-00001)"|"portableone_131"
"HP 3YE09UTABA SBUY ZBUG5/I7-8650U/8G/256G"|"techcrave_94"
"ASUS GL504GSDS74 Strix 15.6&ampquot Laptop Intel Core i7 16GB Memory NVIDIA GeForce GTX 1070 1TB HDD + 256GB SSD Black "|"truecurate_405"
"ASUS?ROG GL504GS-DS74 Gaming Laptop Strix SCAR II Edition - 8th Gen Intel Core i7-8750H 6-Core 2.20GHz 16GB RAM 256GB PCIe SSD + 1TB SSHD 15.6in 144Hz IPS-Type Slim Bezel Display GeForce GTX 1070 8GB WiFi Bluetooth RGB Keyboard Windows 10 Home 64-bit?(GL504GS-DS74)"|"macmall_693"
"Lenovo 81CA000UUS 2-in-1 15.6&ampquot Touch-Screen Laptop Intel Core i7 8GB Memory NVIDIA GeForce MX130 256GB Solid State Drive Onyx Black "|"truecurate_16"
"LENOVO 81CA000UUS 15.6 (FHD) TOUCH / CORE I7 8550U / 8GB /"|"techcrave_270"
"12.3in 32GB Multi-Touch 2-in-1 Chromebook Pro"|"bhphotovideo_43"
"Dell Inspiron 15 5000 5570 15.6in LCD Notebook"|"antonline_927"
"Dell I55705395SLV 15.6 i5  8250u 8gb 256gb"|"savingslots_561"
"Lenovo IdeaPad 710S Plus Touch-13IKB 80YQ0002US 13.3in Touchscreen LCD Notebook"|"antonline_773"
"Lenovo 20KU001KUS E485 2500u 8gb 256gb w10p"|"savingslots_549"
"Lenovo?ThinkPad E485 20KU - Ryzen 5 2500U / 2 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD TCG Opal Encryption 2 NVMe - 14in IPS 1920 x 1080 (Full HD) - Radeon Vega 8 - Wi-Fi Bluetooth - black?(20KU001KUS)"|"macmall_98"
"Lenovo?ThinkPad E485 20KU - Ryzen 5 2500U / 2 GHz - Win 10 Pro 64-bit - 8 GB RAM - 256 GB SSD TCG Opal Encryption 2 NVMe - 14in IPS 1920 x 1080 (Full HD) - Radeon Vega 8 - Wi-Fi Bluetooth - black?(20KU001KUS)"|"pcmg_146"
"HP 1NL43UT Zbk17g4 i77820hq 16g 1tb 17.3"|"savingslots_22"
"Hp Commercial Specialty V2W08UtAba Zbk3 15 I7 6700 256G 8G W7 10"|"massgenie_533"
"HP 2ST02UT ProBook 15.6&ampquot Laptop Intel Core i5 4GB Memory 500GB Hard Drive Silver "|"truecurate_59"
"HP 15.6in ProBook 450 G5 Notebook"|"sdicraft_181"
